wiI7pd,bulan_tahun,label_nbc_fasttext
"Bagus dan cocok buat wisata keluarga ada tempat bermain untuk anak"",permandian air yg jernih,gasebo tempat kumpul keluarga/sahabat,makanan yg murah meriah...cuman satu untuk pengelola tolong diperhatikan kebersihanx terima kasih",February 2021,positif
Tempat yang nyaman untuk mandi dan nongkrong ngopi,February 2021,positif
Pemandiannya kurang bagus kayak gak terlalu terawat,February 2021,negatif
Tempatnya bagus air nya bening banget cocok utk wisataa keluarga ada bisa renang di sumbersira nya bisa juga di sumberwadon nya,February 2021,positif
"Tepat kalo cari yang dingin + tenang
Air ga begitu dingin
10 rb dapet kembalian _Masuk - Parkir.",February 2021,positif
"Bersih, alami",February 2021,positif
tempat rekreasi yg ringan di kantong,February 2021,netral
"Tempat kolam renang alami, airnya dingin",February 2021,positif
Airnya bening mantap di gunakan untuk irigasi sawah,February 2021,positif
Woww,February 2021,netral
Seger dong renang sama ikan,February 2021,positif
"Airnya yang jernih melimpah ruah, dengan peralatan yg sederhana kita bisa selfi dalam air yang jernih, layak dikunjungi 👌 …",February 2021,positif
"Indah sejuk aman nyaman ,  asyik utk sekeluarga",February 2021,positif
"Seruu,, bagus buat foto dibawah air .. kesana google map dilewatin kuburan😪 …",February 2021,positif
"Tempat yang bagus, terasa nyaman",February 2021,positif
Sejuk,February 2021,netral
Rawonya istimewa 😍 …,February 2021,netral
Tempat nya sejuk dan adem bnget tpi vasilitasnya kurang,February 2021,negatif
Bagus,February 2021,positif
"Rapat pertanggung jawaban ketua lama, dan pemilihan ketua baru.",February 2021,netral
Alamiah murah seger,February 2021,netral
#asek..,February 2021,positif
Cukup bagus... dengan harga tiket yg murah cuma 5rb... sudah bisa renang dan menyelam melihat tuumbuhan bawah air,February 2021,positif
Asri dan alami,February 2021,positif
Butuh beberapa sentuhan lagi biar lebih keren,February 2021,netral
Masih alami,February 2021,positif
Airnya sueger..,February 2021,positif
"Tempat yg tenang alami dan asri
Cocok bagi rekan2 yg berkantong krg tebel...hemat irit dan meriah",February 2021,positif
Murah tiket masuk cm 5000 mandi sepuasx berenangbsepuasx bebas kaporit lg,February 2021,positif
Asyik tempat nya .. mumer,February 2021,positif
Bagus airnya jernih banget,February 2021,positif
Tempat yang bagus untuk istirahat dan mandi bersama,February 2021,positif
Suasananya dingin enak buat refresing,February 2021,netral
"Tiketnya murah, parkir juga murah, semoga pelayanan loketnya bisa lebih ramah.",February 2021,positif
Masok,February 2021,netral
Tempatnya sejuk & menyegarkan...,February 2021,netral
Latar belakang sawah-sawah mulai hilang karena pembangunan perumahan 😞😢😭 …,February 2021,negatif
"Tempat pemandian yang sejuk dan segar dengan pemandangan yang indah. Harga masuk yang terjangkau 3K tiket masuk dan 5K parkir, disekitarnya Banyak warung dan tempat makan",February 2021,positif
Mantaplahh..,February 2021,positif
mantap sekalii,February 2021,positif
Dingin,February 2021,netral
Jernih,February 2021,positif
Udaranya segar,February 2021,positif
"Tempat yg cukup tenang buat yang ingin refresing dari keruwetan kota. Tidak jauh juga dari kota, tempatnya rindang dan airnya jernih. Tidak begitu luas sih, cuman seger aja liatnya, pemandangannya sawah dan sungai. Disana juga udah ada …",February 2021,positif
Jaga Kelestarian Alam Supaya Anak Cucu kita Juga Bisa Menikmati Indahnya SUMBERSIRA,February 2021,positif
Rekom para gowes,February 2021,netral
Lebih mantap pokoknya,February 2021,positif
good seger,February 2021,positif
Baguuss sekali,February 2021,positif
Bagus,February 2021,positif
Sekarang tanaman di dalam airnya menjadi lebih sedikit,February 2021,negatif
Mantap,February 2021,positif
"Sumber mata air yg masih asri, cocok untuk anda yg ingin kabur dari keramaian kota",February 2021,positif
Segerr.. selalu mampir kesini sebelum pulang dari pantai,February 2021,netral
bagus asri alami,February 2021,positif
"airnya jernih, asri👍🏻 …",February 2021,positif
"sekarang tambah jelek temapatnya gk alami malah di kasih tulisan SUMBER SIRA di perairan ya , gk natural .",February 2021,negatif
"Tempat nya bagus banget...
Masih alami dengan bebatuan...
Cocok untuk keluarga",February 2021,positif
"Di masa pandemi covid ini apakah sumber sira tetap buka?
Mohon informasinya",February 2021,netral
Sumber Sira merupakan salah satu dari Ratusan Mata air alami di Wilayah Kab. Malang yang memiliki cirikhas tersendiri yakni Kata air yang berada di bawah Pohon Besar disebelah Makam Kuno yang dipercaya warga Sekitar sebagai Ulama dari Jawa …,February 2021,positif
Pengen ngadem disini tempatnya,February 2021,positif
Segeeer tapi kamar mandinya aja sih yang kurang nyaman,February 2021,negatif
Kurang jernih,February 2021,positif
"Karena sejuk, segar, dan luas.",February 2021,positif
Keren,February 2021,netral
Mayan lah,February 2021,netral
"Lokasinya dekat persawahan, sumber(mata air) sangat bening .",February 2021,positif
1.bagus selain tempatnya bersih juga adem jd meski renang e diatas jam 11 GK kawatir kepanasan 🤭 masalah harga makanan y lumayan masih ramah di kantong cuma gak ada tempat penitipan barang.e jd kurang tenang kalo pas renang hehe …,February 2021,positif
Tempatnya sejuk dan view sawahnya juga,February 2021,positif
Sangat bagus saya sarankan bagi yg mau kesana wajib membawa go pro sama pakai kaca mata renang,February 2021,positif
Sejuk,February 2021,netral
Bener2 mata air yg jernih.sampi terlihat cetek padahal pas loncat ternyata dlm bgt di tengah.tempatnya ada di tengah2 sawah.lumayan jauh daru kota malang.tiket masuk cuma 5.sayangnya ga di kasih yempat penitupan barang.untuk fasilitas ada warung.mushola juga.pokonya seneng kalo setelah dari pantai langsung aja tuh.sejalur arahnya.,February 2021,positif
masih minim fasilitas,February 2021,netral
Cocok buat hunting foto underwater,February 2021,netral
Suwejuk udara e,February 2021,netral
"Airnya bersih, bening, masih alami",February 2021,positif
Tempatnya nyaman.,February 2021,positif
Airnya bersih...,February 2021,positif
"Airnya jernih banget, jangan lupa bawa kacamata renang",February 2021,positif
Sumber sira ini berada di kecamatan Gondang Legi. Sumber mata air ini lokasinya cukup dekat dengan sumber maron dan karakter airnya hampir mirip dengan sumber sira yang ada di Tulungagung. …,February 2021,netral
"Airnya jernih,segar,dan bersih",February 2021,positif
"Tempat kurang bersih, ganggang air nya mulai banyak berkurang karena sering di injak2 dam tidak ada upaya penghijauan kembali",February 2021,negatif
Sejook,February 2021,netral
"Kolam Semi Alami terletak di selatan Malang, tidak terlalu jauh dari kota dan hanya membutuhkan waktu satu jam perjalanan menuju lokasi. …",February 2021,positif
Lumayaan bgt pemandangan bagus,February 2021,positif
"Ini adalah tempat wisata yang masih sepi. Berada di desa Putukrejo kecamatan Gondanglegi kabupaten Malang. Wisata ini berada tidak jauh dari perkampungan penduduk, tetapi kondisi alamnya masih alami. …",February 2021,positif
"Tempat bersih,pengelolaan tenpat cukup baik",February 2021,positif
Tempatnya masih alami dan sejuk,February 2021,positif
"Air langsung dari sumber mata air,tempat asri berada didekat persawahan .",February 2021,positif
Jernih banget airnya. Buat foto foto cantik banget,February 2021,positif
Masih alami,February 2021,positif
"Tempatnya bagus. Fasilitas lumayanlah. Cuman rada kecewa karna gak ada pengawas sumbernya. Banyak taneman air kecabut,rusak karna ulah pengunjung. Saran sih agar diperbaiki dan di kasih batas area yg boleh dipakai renang dan tidak. Agar tidak rusak dan tercemar",February 2021,negatif
Untuk pecinta alam wajib kesini,February 2021,positif
"Keren banget apalagi sekrang ada taman bunganya, gk rugi gaes datang ke sini",February 2021,positif
"Pemandian Putri Raja yang bersih dan Nyaman dengan pemandangan tumbuhan air yang indah di bawah air, apalagi kalau bawa gopro, mantabs",February 2021,positif
menurutku kurang luas ya heheeeee,February 2021,netral
tempat yang bagus,February 2021,positif
"Pemandangan bawah airnya bagus, sangat layak untuk dikunjungi",February 2021,positif
Buat rolex suasana desa,February 2021,netral
Tempatnya kolamnya keren,February 2021,positif
Bagus,February 2021,positif
Tempat nya sejuk air nya alami,February 2021,positif
itu sama,February 2021,netral
Tempat yang masih asri...dan mulai di kembangkan fasilitas yg memadai,February 2021,positif
"Bersih, bening dan segerrrr",February 2021,positif
Mantuuul,February 2021,netral
Adem,February 2021,netral
Bagus... Harga jajan murah banget,February 2021,positif
Tempatnya asik buat berenang dengan nuasa alam yg masih terjaga alami,February 2021,positif
"Bagi Anda yang tidak bisa atau tidak bisa berenang, Sumber Sira merupakan lokasi yang cocok untuk berbasah-basahan. Pasalnya, airnya tidak terlalu dalam dan juga jernih. Bagi Anda yang tidak bisa berenang, destinasi wisata di Malang ini …",February 2021,negatif
"Udh beberapa kali kesini tetep seru, tapi sekarang rumput airnya semakin sedikit dan hilang, dan pengelolaannya sudah bagus, parkir murah, cuma tempat tunggu dan gazebo masih sedikit dan tempat teduhan hujan kurang jadi masih perlu ditambah, toilet sudah baik ditambah lagi",February 2021,positif
Murqh meriah,February 2021,netral
"Masih blm siap kparkiran msh sedikit dan jauh, kolam nya ga nyaman ga jd berenang krn anak ga mau",February 2020,negatif
Air jernih,February 2020,positif
Tempatnya bagus cocok untuk liburan bareng teman2,February 2020,positif
"Sumber Sirah adalah salah satu tempat wisata di kabupaten Malang yang mengandalkan keasrian alam. Tempatnya begitu masih sangat asri dekat dengan persawahan, airnya begitu segar, harga yang terjangkau. Dan jalan untuk menuju kesana masih ada yang tanah masih belum di aspal jadi masih terasa suasana desanya.",February 2020,positif
Enak untuk wisata,February 2020,positif
Airnya jernih bersih,February 2020,positif
"Bagus, keren, bagus",February 2020,positif
"Airnya seger dan jernih bgt, bisa lihat tanaman air juga sambil menyelam. Minusnya sarpras pendukungnya kurang, spt tempat ganti baju ala kadarnya, warung yg ga banyak, tempat istirahat dan mushola yg minim",February 2020,positif
"Murah, dekat dan bersih",February 2020,positif
Perlu dikembangkan,February 2020,netral
Tempat wisata malang raya yang menyenangkan,February 2020,positif
Aku dr surabaya kmaren brngkat jam 3 pagi cuman pengen kesini. Udah 5 kali kesini. Karcis nya naik mulu setiap kali kesini. Tapi gpp udah murah dan bagus,February 2020,positif
Luar biasa,February 2020,positif
cukup baik,February 2020,positif
"Cukup menyenangkan,#sumbersirah#ngalam#mtma#jatim",February 2020,positif
Tempatnya seru sih. Bisa buat berenang dan airnya itu bening banget dan juga seger banget. Terdapat tanaman bawah air yang sangat bagus untuk berfoto atau video di bawah air. Namun saran saja kalau datang kesini pagi2 sekali saja karena …,February 2020,positif
Wisata air yang alami . airnya terjaga dan tanaman tanaman terawat dengan baik. Dan terjangkau .,February 2020,positif
Perlu sentuhan  yg menarik u jadi destinasi yg semakin baik,February 2020,positif
Seger banget renang disini,February 2020,positif
Pemandian asli dari sumber. Air yang sangat jernih. Seger dan bagus buat foto underwater,February 2020,positif
Bagus,February 2020,positif
Keren,February 2020,netral
"Bersih, nyaman, asri, lingkungan sumber terawat dengan baik",February 2020,positif
Lumayan.. tapi kurang menarik..,February 2020,positif
"Asyik banget nih sumber
Dingin dan disediakan sewa ban. Dibawah ada rumput air. Lucuuu dan asri banget
Kayak surga yg belum terjamah gituu",February 2020,positif
seger,February 2020,positif
MaasyaaAllah.. Airnya jernih sekali,February 2020,positif
Silahkan mampir. Wahana sumber yang sangat indah dan asri.,February 2020,positif
"Buat renang seger, tinggal mushola di bagusin lagi",February 2020,positif
Istana yang indah,February 2020,positif
Salah satu tempat terbaik untuk rileksasi di malanh sihh. Renanh air tawarrr. Ada ikan kecil²nya juga. Ada spot menarik untuk foto underwater sih. Udah banyak yg jual case pelindunh hp buat nyelam kok. Sayangnya tempat gantinya agak antri soalnya cuma dikit,February 2020,positif
"Saya suka suasananya. Airnya sangat jernih sehingga kita bisa melihat rumput air tumbuh di bawahnya. Silakan gunakan bak mandi bila ingin berenang di dekat rumput air agar tidak terinjak. Tiket masuknya hanya 5k, biaya sewa bak ukuran sedang hanya 5k",February 2020,positif
"Jika ingin menikmati wisata pemandian alam yang alami, disini tempatnya di antara sawah dan sumber air yang masih segar, untuk tiket masuk murah hanya 5000 rupiah, bisa mandi sepuasnya tapi harap di jaga untuk tidak merusak tanaman air.",February 2020,positif
Tempatnya asri nyaman ...cocok untuk anak2 juga. Nyesel kalau gak berenang.Tiket masuk murah meriah. Tapi sayang pengunjungnya kurang disiplin buang sampahnya,February 2020,negatif
Asri,February 2020,netral
"Murah cuma 5 ribu, bagus suegerrrrr",February 2020,positif
"Kolam renang tapi alami, mantap lur",February 2020,positif
"Cukup bagus kondisi air jernih, sayang sampah plastik masih ada didasar air.",February 2020,positif
Kurang perawatan nya,February 2020,negatif
Seger airnyaa bening juga dan gak padet pas hari Sabtu datengnya,February 2020,positif
Alam,February 2020,netral
Bagus,February 2020,positif
pemandian air sumber penggunungan.. kurang nyaman untuk bersantai,February 2020,positif
Nyaman & enak,February 2020,positif
Akan lebih bagus jika kolamnya lebih di rapikan pada bagian dekat pohon besarnya dan aliran airnya lebih di tata kembali,February 2020,positif
Lumayan msh dlm pengembangan mungkin😁 …,February 2020,positif
Saya tinggal dekat dengan sumber sira,February 2020,netral
Bagus,February 2020,positif
Jozzz,February 2020,positif
"Tempatnya bagus, rindang. Kolamnya tidak terlalu dalam. Ada persewaan ban.nya. banyak warung²nya. Kekurangannya yaitu minim sekali tempat untuk mandi/membilas tubuh. Jadi harus ngantri lama apalagi kalau pengunjungnya ramai. …",February 2020,positif
Seger alami,February 2020,positif
"Wisata Sumber Sirah Malang merupakan salah satu sumber mata air (sungai) yang membentuk seperti kolam yang alami, air nya sangat jernih dan cukup terjaga kebersihan nya. Karena letak nya berada di area persawahan, udara di lokasi tersebut …",February 2020,positif
Ekosistem alamnya masih terjaga... jadi pas berenang masih banyak ikan²,February 2020,positif
air bersih cuman sedikit kurang perawatan dari daun-daun kering dan terlebih lagi pengunjung harap berhati-hati dengan dasarnya karena dasarnya tidak rata,February 2020,negatif
"tempat ny bagus bngt, d liat dari atas mngkin terlihat Biasa aja
tp begtu nyelam, waaahhhh subhanallah bgus bngt view nya",February 2020,negatif
Sebuah tempat rekreasi domestik yg alami dengan sumber mata air yang besar...bisa renang...,February 2020,positif
Orang kecil bepergian,February 2020,netral
Tempat yang bagus,February 2020,positif
"Airnya bersih, dingin tapi seger. Cocok untuk berenang santai, direkomendasikan untuk yang bisa berenang (anak kecil harus didampingi).",February 2020,positif
Kemenanganrrrr,February 2020,netral
Bagus alami,February 2020,positif
Airnya dingin,February 2020,netral
"Tempat pemandian sumber, air jernih, terdapat ikan ikan dan tumbuhan, mudah dijangkau",February 2020,positif
"Kondisi saat musim liburan jam 10.00 sudah ramai pengunjungnya, sebaiknya pagi2 kalau berkunjung ke tempat wisata ini.  Nasib tempat wisata disini sama dengan yang lain,  rusak karena banyak sampah dibuang sembarangan. Ekosistem tumbuhan airnya juga sudah banyak berubah, karena kurang perawatan.",February 2020,negatif
Tempat mandi mandi air tawar di kabupaten Malang,February 2020,netral
Apik,February 2020,positif
"Asri dan tenang....cuma ga lama2 disana. Waktu itu banyan anak2 sekolah, seperti lewat jalan belakang, tidak melalui loket, mungkin warga sendiri...bukan pengunjung. …",February 2020,positif
"Sumber mata air yg di pakai untuk irigasi, alami dan murah",February 2020,positif
"Sumber Sira merupakan sumber mata air yang  berada di Jalan Sunan Gunung, Desa Sumberjaya, Gondanglegi, Kabupaten Malang, Provinsi Jawa Timur. Di tempat ini tersedia fasilitas parkir kendaraan bermotor, warung makan, toilet maupun kamar …",February 2020,netral
Tiket masuk 5000 rupiah,February 2020,netral
"Tmptnya Masih alami, tp tidak cocok untuk anak-anak",February 2020,positif
Seger banget disini,February 2020,positif
"Tempat wisata murah meriah
Tiket hny 5000 rupiah",February 2020,positif
Masih asri sekali,February 2020,positif
Dangkal tapi segar lumayanlah buat ngadem disiang hari,February 2020,positif
"Bagus sejuk tempatnya,foto underwater lebih disarankan",February 2020,positif
Airnya bersih + tanaman bawah air harus dijaga biar bagus,February 2020,positif
Jozz,February 2020,positif
Rekomendasi untuk yg ingin berfoto dibawah air,February 2020,positif
mantap gaada buayanya,February 2020,positif
"Tempat bagus, air bagus, udara bagus",February 2020,positif
"Menyegarkan, airnya jernih dan murah",February 2020,positif
Sangat dingin,February 2020,netral
Mending renang disini drpd di kolam renang,February 2020,positif
Sayangnya pas ujan turun,February 2020,negatif
sial,February 2020,netral
"Tempat nya rindang, bikin tenang, air nya sejuk banget buat berenang, jernih, bersih ..
Bayar kamar mandi murah, ada penitipan barang juga rp 2000. Tiket masuk dewasa …",February 2020,positif
"Bagus, tapi masih kurang untuk fasilitas kamar mandi. Pas kesana setelah berenang, persewaan kamar bilas yang disediakan, airnya mati. Beberapa orang keramas, pake shampoo di kolam sumbernya. Sayang sekali, tapi mungkin mereka juga gak ada …",February 2020,negatif
Sekedar irigasi persawahan yg di perlebar untuk wisata pemandian,February 2020,positif
Wisata desa... Murah meriah,February 2020,netral
"Tempatnya bagus, air nya jernih kalau sepi. Anak-anak yang belum bisa berenang tidak direkomendasikan untuk berenang sendirian. Ada persewaan ban, persewaan loker, kamar mandi, serta water proof untuk HP. Parkiran mobil dan motor sangat mudah. Makanan dan minuman tersedia dengan harga pas.",February 2020,positif
hiburan murah untuk keluarga,February 2020,positif
Salah satu sumber air yang bermuara di Kali Brantas. Menjadi sumber air nan bermanfaat bagi masyarakat di sekitarnya yang dieksplorasi untuk tempat wisata di Kabupaten Malang. Dengan optimalisasi Dana Desa yang diberikan pemerintah semoga …,February 2020,positif
"Sumber air, tapi kok malah buat renang..",February 2020,netral
Tempat wisata keluarga murah dan alami,February 2020,positif
"Bagus pol dalem airnya, banyak ikan+jernih banget, tapi sayang gabisa upload videonya disini, kalo mau lihat videonya boleh banget kunjungi akun ig aku @fzapr18",February 2020,negatif
"teman saya sebelum kesini masih bujangan,  ternyata setelah mandi disini, masih tetep mbujang,",February 2020,positif
"Tempatnya bagus, cuman sayang tulisan ""Sumber Sira"" nya tidak lengkap",February 2020,negatif
Pengen kesana lagi,February 2020,positif
"Tempat yang bagus buat mencari spot foto bawah air, karena airnya sangat jernih, fasilitas lumayan lengkap, mulai dari kamar ganti, toilet, musholla, spot foto, gazebo, warung2, dll. Kalau kesini saya anjurkan untuk datang pagi sekali, …",February 2020,positif
Sumber mata air yang sangat bagus. Mohon untuk merawat bersama bagi yang berkunjung 🙏. …,February 2020,positif
Tempat nya nyaman dan asik,February 2020,positif
"Tempat mnghabiskan weekend recomended. Yg mau basah"", silahkan. Tarif masuk super duper murah. Yg g bisa renang, jgn khawatir. Sumber sira dalamnya tdk akan menenggelamkan. Arusnya tenang. Fasilitas dsana ada kamar mandi dan toilet, musholla, sewa ban, dan aneka gorengan.",February 2020,positif
Segar,February 2020,positif
"Tempat dimana aku menemukan kebahagiaan tersendiri. Setelah sekian minggu menggeluti dunia, Alam ini lah obatnya. Berangkatlah sendiri, dan berkunjunglah ke sini ketika sepi pengunjung. Tempat seluas itu serasa milik sendiri. Engkau akan …",February 2020,negatif
